Fecha y Hora,Fecha,Hora,Integrante,Mensaje,Tipo de Mensaje,Cantidad Emojis
2/2/22 0:15:34,2/02/2022,0:15:34,Michu,De maria eisner cortandose las genas en el baño,texto,
2/2/22 0:15:35,2/02/2022,0:15:35,Michu,JAJAJAJ,texto,
2/2/22 0:15:36,2/02/2022,0:15:36,Michu,o algo asi,texto,
2/2/22 0:15:42,2/02/2022,0:15:42,Pau,adjunto= 00002625-STICKER-2022-02-02-00-15-41.webp,sticker,
2/2/22 0:15:47,2/02/2022,0:15:47,Pau,Me suena,texto,
2/2/22 0:15:51,2/02/2022,0:15:51,Pau,Pero,texto,
2/2/22 0:15:52,2/02/2022,0:15:52,Pau,Cual,texto,
2/2/22 0:15:54,2/02/2022,0:15:54,Pau,?,texto,
2/2/22 3:58:10,2/02/2022,3:58:10,Taty,Eu alm miren esto,texto,
2/2/22 3:58:21,2/02/2022,3:58:21,Taty,adjunto= 00002631-PHOTO-2022-02-02-03-58-21.jpg,photo,
2/2/22 3:58:27,2/02/2022,3:58:27,Taty,Esos son mis horarios del año q viene,texto,
2/2/22 3:58:35,2/02/2022,3:58:35,Taty,ONCE HORAS CURSO EL JUEVES,texto,
2/2/22 3:58:39,2/02/2022,3:58:39,Taty,10 el lunes,texto,
2/2/22 3:58:41,2/02/2022,3:58:41,Taty,Que carajo,texto,
2/2/22 4:47:37,2/02/2022,4:47:37,Michu,que carajo amiga alta explotacion,texto,
2/2/22 8:22:36,2/02/2022,8:22:36,Taty,Mal,texto,
2/2/22 8:22:41,2/02/2022,8:22:41,Taty,No puedo creerlo,texto,
2/2/22 8:23:33,2/02/2022,8:23:33,Delfi,ai no que PAJA,texto,
2/2/22 8:23:40,2/02/2022,8:23:40,Delfi,adjunto= 00002640-PHOTO-2022-02-02-08-23-40.jpg,photo,
2/2/22 8:23:58,2/02/2022,8:23:58,Delfi,adjunto= 00002641-AUDIO-2022-02-02-08-23-58.opus,audio,
2/2/22 8:25:38,2/02/2022,8:25:38,Sol,Nooo Lpm te hicieron mierda,texto,
2/2/22 8:26:50,2/02/2022,8:26:50,Delfi,SOLCHU,texto,
2/2/22 8:26:52,2/02/2022,8:26:52,Delfi,EXIGOS,texto,
2/2/22 8:29:35,2/02/2022,8:29:35,Sol,Graciaaassssnckfkfkfkfk,texto,
2/2/22 8:29:53,2/02/2022,8:29:53,Sol,Están llamando y quiero q me toque una profesora en particular,texto,
2/2/22 8:30:00,2/02/2022,8:30:00,Sol,🧘‍♀️🧘‍♀️🧘‍♀️,texto,
2/2/22 8:30:01,2/02/2022,8:30:01,Delfi,q hora rendis?,texto,
2/2/22 8:30:22,2/02/2022,8:30:22,Sol,Cuando me llamen q no sé cuándo va a ser,texto,
2/2/22 8:30:29,2/02/2022,8:30:29,Delfi,ooo,texto,
2/2/22 8:30:35,2/02/2022,8:30:35,Sol,imagen omitida,texto,
2/2/22 8:30:51,2/02/2022,8:30:51,Delfi,aiaiaiaiasi,texto,
2/2/22 8:30:52,2/02/2022,8:30:52,Delfi,nervios,texto,
2/2/22 8:58:14,2/02/2022,8:58:14,Pali,SUERTE AMIIIIIIIII,texto,
2/2/22 8:58:20,2/02/2022,8:58:20,Pali,😱😱😱😱😱,texto,
2/2/22 9:02:22,2/02/2022,9:02:22,Sol,jnvsvlfsvsffvosvj graciaass estoy por pasar,texto,
2/2/22 9:13:22,2/02/2022,9:13:22,Sol,ME SAQUE UN NUEVE PERRASSSSSSSSS,texto,
2/2/22 9:14:09,2/02/2022,9:14:09,Delfi,OMGGGGGGGGH,texto,
2/2/22 9:14:12,2/02/2022,9:14:12,Delfi,FELICITACIONESSSS,texto,
2/2/22 9:14:14,2/02/2022,9:14:14,Delfi,MFLEXIOWOZWXDXWX,texto,
2/2/22 9:14:15,2/02/2022,9:14:15,Delfi,DXD,texto,
2/2/22 10:30:49,2/02/2022,10:30:49,Pali,OMGGGG,texto,
2/2/22 10:35:04,2/02/2022,10:35:04,Sofi,AAAAAAAAAA,texto,
2/2/22 10:35:08,2/02/2022,10:35:08,Sofi,ESO AMIGAAAAAAA,texto,
2/2/22 11:45:35,2/02/2022,11:45:35,Sofi,alguna quiere fumsr 1 pucho en un rato?,texto,
2/2/22 11:47:37,2/02/2022,11:47:37,Taty,ALM QUE GENIAA,texto,
2/2/22 11:50:19,2/02/2022,11:50:19,Delfi,1 solo ?,texto,
2/2/22 11:50:20,2/02/2022,11:50:20,Delfi,dea,texto,
2/2/22 11:50:28,2/02/2022,11:50:28,Delfi,yo tengo un turno de médico a las 4.30,texto,
2/2/22 11:50:32,2/02/2022,11:50:32,Delfi,pero veni a casa,texto,
2/2/22 11:50:36,2/02/2022,11:50:36,Delfi,ahora tipo 1,texto,
2/2/22 11:50:43,2/02/2022,11:50:43,Delfi,si quere,texto,
2/2/22 11:55:22,2/02/2022,11:55:22,Sofi,jajajajajaja,texto,
2/2/22 11:55:23,2/02/2022,11:55:23,Sofi,es que,texto,
2/2/22 11:55:53,2/02/2022,11:55:53,Sofi,adjunto= 00002675-AUDIO-2022-02-02-11-55-53.opus,audio,
2/2/22 11:58:36,2/02/2022,11:58:36,Delfi,AH AJJAJ,texto,
2/2/22 11:58:40,2/02/2022,11:58:40,Delfi,no entonces,texto,
2/2/22 12:46:51,2/02/2022,12:46:51,Pali,adjunto= 00002678-PHOTO-2022-02-02-12-46-51.jpg,photo,
2/2/22 12:50:42,2/02/2022,12:50:42,Michu,FUDASHUFIAHIFDASFDAS,texto,
2/2/22 12:54:02,2/02/2022,12:54:02,Taty,JAJAJAJAJ,texto,
2/2/22 13:26:03,2/02/2022,13:26:03,Pau,A la poronga,texto,
2/2/22 15:58:21,2/02/2022,15:58:21,Valen,Hola chicassssss,texto,
2/2/22 15:58:35,2/02/2022,15:58:35,Valen,Se me borraron todos los chats desde el Domingo a hoy,texto,
2/2/22 15:58:41,2/02/2022,15:58:41,Valen,Poraue me cambie em celu,texto,
2/2/22 15:58:52,2/02/2022,15:58:52,Valen,Y hoy no tuve en todo el dia,texto,
2/2/22 15:58:56,2/02/2022,15:58:56,Valen,A queen estamso felicity so,texto,
2/2/22 15:59:06,2/02/2022,15:59:06,Valen,A quien estamos felicitando *,texto,
2/2/22 15:59:29,2/02/2022,15:59:29,Valen,Btw si hablr con alguna x priv me reenvian los msj xfi ❤️,texto,
2/2/22 15:59:35,2/02/2022,15:59:35,Valen,No los pude leer,texto,
2/2/22 18:14:03,2/02/2022,18:14:03,Michu,a solchusss que se saco un 9 en su final oral uwu,texto,
2/2/22 18:50:53,2/02/2022,18:50:53,Sofi,adjunto= 00002691-PHOTO-2022-02-02-18-50-53.jpg,photo,
2/2/22 18:50:54,2/02/2022,18:50:54,Sofi,adjunto= 00002692-PHOTO-2022-02-02-18-50-54.jpg,photo,
2/2/22 18:51:12,2/02/2022,18:51:12,Pau,OS A CUAL????,texto,
2/2/22 18:52:37,2/02/2022,18:52:37,Michu,MOOPPOPPO,texto,
2/2/22 18:52:41,2/02/2022,18:52:41,Michu,Que hace mopcito,texto,
2/2/22 18:54:02,2/02/2022,18:54:02,Sofi,adjunto= 00002696-AUDIO-2022-02-02-18-54-02.opus,audio,
2/2/22 18:54:36,2/02/2022,18:54:36,Michu,aaaaa,texto,
2/2/22 18:54:37,2/02/2022,18:54:37,Michu,la baby,texto,
2/2/22 18:54:50,2/02/2022,18:54:50,Pau,adjunto= 00002699-STICKER-2022-02-02-18-54-49.webp,sticker,
2/2/22 18:55:01,2/02/2022,18:55:01,Pau,MOPCITO,texto,
2/2/22 18:55:05,2/02/2022,18:55:05,Pau,🥺🥺🥺🥺🥺,texto,
2/2/22 18:57:57,2/02/2022,18:57:57,Sofi,adjunto= 00002702-GIF-2022-02-02-18-57-57.mp4,gif,
2/2/22 18:58:17,2/02/2022,18:58:17,Pau,Galactic mop,texto,
2/2/22 18:59:05,2/02/2022,18:59:05,Michu,MOP!!! 😳😳,texto,
2/2/22 19:03:58,2/02/2022,19:03:58,Delfi,JAJAJAJA,texto,
2/2/22 19:04:17,2/02/2022,19:04:17,Delfi,https://open.spotify.com/track/49BbpJuVsX2wUl0Qo9aVvC?si=DIYLW6LvRf-GFtPYpjMmQw,texto,
2/2/22 19:10:42,2/02/2022,19:10:42,Michu,JAJAJAJJAAJ,texto,
2/2/22 20:45:46,2/02/2022,20:45:46,Valen,AIIIII congratttttssss solchus aaaa QUE,texto,
2/2/22 20:45:49,2/02/2022,20:45:49,Valen,capaaaa,texto,
2/2/22 20:46:01,2/02/2022,20:46:01,Valen,Al 13!!!!!!!,texto,
2/2/22 20:46:07,2/02/2022,20:46:07,Valen,Que le pasoooo?,texto,
2/2/22 20:46:08,2/02/2022,20:46:08,Taty,🤩💸,texto,
2/2/22 20:46:22,2/02/2022,20:46:22,Valen,adjunto= 00002713-STICKER-2022-02-02-20-46-22.webp,sticker,
2/2/22 20:46:30,2/02/2022,20:46:30,Valen,adjunto= 00002714-PHOTO-2022-02-02-20-46-30.jpg,photo,
2/2/22 20:46:31,2/02/2022,20:46:31,Valen,Ah,texto,
2/2/22 20:46:34,2/02/2022,20:46:34,Valen,Parece un Samsung,texto,
2/2/22 20:46:35,2/02/2022,20:46:35,Valen,Ok,texto,
2/2/22 20:46:52,2/02/2022,20:46:52,Valen,adjunto= 00002718-PHOTO-2022-02-02-20-46-52.jpg,photo,
2/2/22 20:47:03,2/02/2022,20:47:03,Valen,adjunto= 00002719-VIDEO-2022-02-02-20-47-03.mp4,video,
2/2/22 20:47:07,2/02/2022,20:47:07,Valen,Casi me agarra hipotermia,texto,
2/2/22 20:53:50,2/02/2022,20:53:50,Taty,Nooooo que frío,texto,
2/2/22 20:59:46,2/02/2022,20:59:46,Sol,Noooo a la mierda,texto,
2/2/22 21:00:51,2/02/2022,21:00:51,Valen,Chicas sigo sin sentir las piernas,texto,
2/2/22 21:00:54,2/02/2022,21:00:54,Valen,adjunto= 00002724-STICKER-2022-02-02-21-00-54.webp,sticker,
2/2/22 21:44:54,2/02/2022,21:44:54,Pau,EPICO,texto,
2/2/22 21:45:09,2/02/2022,21:45:09,Pau,adjunto= 00002726-STICKER-2022-02-02-21-45-08.webp,sticker,
2/2/22 21:45:14,2/02/2022,21:45:14,Pau,Ai no,texto,
2/2/22 21:45:17,2/02/2022,21:45:17,Pau,Como haces,texto,
2/2/22 21:45:26,2/02/2022,21:45:26,Pau,Tenes calzas termicas abajo?,texto,
2/2/22 21:53:36,2/02/2022,21:53:36,Sofi,tos!!!,texto,
3/2/22 3:00:28,3/02/2022,3:00:28,Pali,re top!!!!!!!!! amo!,texto,
3/2/22 3:00:37,3/02/2022,3:00:37,Pali,N O,texto,
3/2/22 3:00:39,3/02/2022,3:00:39,Pali,QIE CARAJO,texto,
3/2/22 5:31:10,3/02/2022,5:31:10,Valen,adjunto= 00002734-STICKER-2022-02-03-05-31-10.webp,sticker,
3/2/22 5:31:14,3/02/2022,5:31:14,Valen,adjunto= 00002735-PHOTO-2022-02-03-05-31-14.jpg,photo,
3/2/22 5:40:37,3/02/2022,5:40:37,Valen,Justo ahí noooo,texto,
3/2/22 5:40:38,3/02/2022,5:40:38,Valen,Porque dije,texto,
3/2/22 5:40:43,3/02/2022,5:40:43,Valen,Se me van a mojar y al pedo,texto,
3/2/22 5:40:46,3/02/2022,5:40:46,Valen,Pero durante el día uso,texto,
3/2/22 5:40:48,3/02/2022,5:40:48,Valen,Abajo del Jean,texto,
3/2/22 12:51:05,3/02/2022,12:51:05,Sofi,adjunto= 00002741-PHOTO-2022-02-03-12-51-05.jpg,photo,
3/2/22 12:51:09,3/02/2022,12:51:09,Sofi,adjunto= 00002742-PHOTO-2022-02-03-12-51-09.jpg,photo,
3/2/22 12:51:18,3/02/2022,12:51:18,Sofi,ME LLEVO LOS PANTS?,texto,
3/2/22 12:51:36,3/02/2022,12:51:36,Michu,gooood,texto,
3/2/22 12:51:36,3/02/2022,12:51:36,Michu,si,texto,
3/2/22 12:51:45,3/02/2022,12:51:45,Michu,Corta,texto,
3/2/22 12:52:06,3/02/2022,12:52:06,Taty,SI,texto,
3/2/22 12:57:13,3/02/2022,12:57:13,Sol,Siiiiii,texto,
3/2/22 12:57:19,3/02/2022,12:57:19,Sol,Reee😍,texto,
3/2/22 13:04:40,3/02/2022,13:04:40,Sofi,adjunto= 00002750-PHOTO-2022-02-03-13-04-40.jpg,photo,
3/2/22 13:09:01,3/02/2022,13:09:01,Pali,QUE LINDASSSAAA,texto,
3/2/22 13:36:09,3/02/2022,13:36:09,Delfi,SIII,texto,
3/2/22 13:41:09,3/02/2022,13:41:09,Sofi,llevamos los pants,texto,
3/2/22 13:41:14,3/02/2022,13:41:14,Sofi,adjunto= 00002754-PHOTO-2022-02-03-13-41-14.jpg,photo,
3/2/22 13:45:55,3/02/2022,13:45:55,Delfi,ossss,texto,
3/2/22 14:46:24,3/02/2022,14:46:24,Pali,el sábado hay una FIESTA de reggaetón,texto,
3/2/22 14:46:33,3/02/2022,14:46:33,Pali,adjunto= 00002757-PHOTO-2022-02-03-14-46-33.jpg,photo,
3/2/22 14:46:39,3/02/2022,14:46:39,Pali,ACÁ LA INFO,texto,
3/2/22 14:46:47,3/02/2022,14:46:47,Pali,que opinamos,texto,
3/2/22 14:47:34,3/02/2022,14:47:34,Pau,Yo voy a seguir aisladap,texto,
3/2/22 14:47:42,3/02/2022,14:47:42,Pau,Si me da positivo,texto,
3/2/22 14:47:48,3/02/2022,14:47:48,Pali,NOOO,texto,
3/2/22 14:47:59,3/02/2022,14:47:59,Pali,cuando te llega el,texto,
3/2/22 14:48:06,3/02/2022,14:48:06,Pali,adjunto= 00002764-STICKER-2022-02-03-14-48-06.webp,sticker,
3/2/22 14:48:17,3/02/2022,14:48:17,Pali,te sentis bien?,texto,
3/2/22 14:48:30,3/02/2022,14:48:30,Pau,Hoy me hisopo,texto,
3/2/22 14:48:33,3/02/2022,14:48:33,Pau,Siii,texto,
3/2/22 14:48:35,3/02/2022,14:48:35,Sol,Yo voy a estar estudiandoo,texto,
3/2/22 14:48:37,3/02/2022,14:48:37,Michu,Yo no tengo plata,texto,
3/2/22 14:48:38,3/02/2022,14:48:38,Michu,:(,texto,
3/2/22 14:48:40,3/02/2022,14:48:40,Sol,adjunto= 00002771-STICKER-2022-02-03-14-48-40.webp,sticker,
3/2/22 14:49:24,3/02/2022,14:49:24,Pau,Empeze con dolor de garganta,texto,
3/2/22 14:49:38,3/02/2022,14:49:38,Pau,Asi que nunca estuve mal por suerte,texto,
3/2/22 14:49:42,3/02/2022,14:49:42,Pau,Tipo normal,texto,
3/2/22 14:49:51,3/02/2022,14:49:51,Michu,Noo mal fla,texto,
3/2/22 15:02:19,3/02/2022,15:02:19,Pali,niiiiiiiii,texto,
3/2/22 15:02:22,3/02/2022,15:02:22,Pali,que paja,texto,
3/2/22 15:02:36,3/02/2022,15:02:36,Pali,avisa como,texto,
3/2/22 15:02:39,3/02/2022,15:02:39,Pali,adjunto= 00002779-STICKER-2022-02-03-15-02-39.webp,sticker,
3/2/22 15:02:45,3/02/2022,15:02:45,Pali,ojalá negativo ❤️,texto,
3/2/22 15:10:17,3/02/2022,15:10:17,Pau,Daleeeeee,texto,
3/2/22 15:10:19,3/02/2022,15:10:19,Pau,Aviso,texto,
3/2/22 15:10:33,3/02/2022,15:10:33,Pau,Me vine a una farmacia que una mina subio que tiene,texto,
3/2/22 15:10:39,3/02/2022,15:10:39,Pau,EAPERO QUE TENGAN TESTS,texto,
3/2/22 15:10:40,3/02/2022,15:10:40,Pau,LPMMM,texto,
3/2/22 15:12:39,3/02/2022,15:12:39,Michu,DALE QUE DALE,texto,
3/2/22 15:15:45,3/02/2022,15:15:45,Pau,HAY,texto,
3/2/22 15:15:46,3/02/2022,15:15:46,Pau,PERO,texto,
3/2/22 15:15:55,3/02/2022,15:15:55,Pau,TENGO QUE SACAR UNA FOTOCOPIA DEL DNI,texto,
3/2/22 15:15:57,3/02/2022,15:15:57,Pau,CONCUABEIWKENP,texto,
3/2/22 15:15:57,3/02/2022,15:15:57,Michu,QUE,texto,
3/2/22 15:15:59,3/02/2022,15:15:59,Michu,QUE JODIDOS,texto,
3/2/22 15:16:10,3/02/2022,15:16:10,Michu,Eu igual antes de q te lo vendan pediles q se fijen que esten todos los componentes,texto,
3/2/22 15:16:15,3/02/2022,15:16:15,Michu,Porq a mi hermana le llego uno incompleto,texto,
3/2/22 15:16:21,3/02/2022,15:16:21,Michu,Como q le faltaba el hisopo algo asi,texto,
